Tanggal,Harga Rata-rata/kg ,Temperatur minimum (°C),Temperatur maksimum(°C),Temperatur rata-rata(°C),Kelembapan rata-rata(%),Curah hujan(mm),Lamanya penyinaran matahari(jam),Luas Tanam (Ha),Luas Panen (Ha),Produksi (Ton)
04-12-2023,4.714,23.6,32.4,26.8,88,-,5.9,"18.807,01",46.423,983.993
04-13-2023,4.714,23.1,30.8,25.6,92,27.5,7.1,"18.807,01",46.423,983.993
04-14-2023,4.714,23.8,28,25,95,1.9,0,"18.807,01",46.423,983.993
04-15-2023,4.714,23.2,30.6,25.9,89,1.2,0,"18.807,01",46.423,983.993
04-16-2023,4.714,23.8,31.6,27.1,88,-,0,"18.807,01",46.423,983.993
04-17-2023,4.714,23.4,33,27.2,88,-,5.9,"18.807,01",46.423,983.993
04-18-2023,4.714,24.7,32.8,27.9,87,0,9.1,"18.807,01",46.423,983.993
04-19-2023,4.714,24.8,32.8,27.8,87,0,8.7,"18.807,01",46.423,983.993
04-20-2023,4.714,24.9,33,27.6,88,0,9.7,"18.807,01",46.423,983.993
04-21-2023,4.714,23.5,33,26.7,88,0,8.4,"18.807,01",46.423,983.993
04-22-2023,4.714,24.7,33.4,26.8,90,0,8.4,"18.807,01",46.423,983.993
04-23-2023,4.714,23.6,32,27.1,88,17.6,8.1,"18.807,01",46.423,983.993
04-24-2023,4.714,23.6,32.4,27.6,89,0.3,7.2,"18.807,01",46.423,983.993
04-25-2023,4.714,24,33.8,26.4,92,0,7.7,"18.807,01",46.423,983.993
04-26-2023,4.714,23.8,33,27.7,86,19.5,4.5,"18.807,01",46.423,983.993
04-27-2023,4.714,24.8,32.8,27.7,88,-,8.2,"18.807,01",46.423,983.993
04-28-2023,4.714,25,32,27.4,90,1.5,7.1,"18.807,01",46.423,983.993
04-29-2023,4.714,24.6,31.8,26.9,91,8888,4.3,"18.807,01",46.423,983.993
04-30-2023,4.714,23.6,32.6,27.4,88,1.6,2.8,"18.807,01",46.423,983.993
05-01-2023,4.714,24.7,33,26.6,93,0,6.3,"18.807,01",46.423,983.993
05-02-2023,4.714,24,33,27.3,90,3,4.9,"18.807,01",46.423,983.993
05-03-2023,4.714,24.4,31.6,27.4,92,0.8,4.7,"18.807,01",46.423,983.993
05-04-2023,4.714,25.1,33,26.4,92,0.2,3.3,"18.807,01",46.423,983.993
05-05-2023,4.714,24.3,31,27.1,92,67.5,4.8,"18.807,01",46.423,983.993
05-06-2023,4.714,25,31.4,27.5,92,1.2,5,"18.807,01",46.423,983.993
05-07-2023,4.714,25.4,31.8,27.6,90,1.5,3.9,"18.807,01",46.423,983.993
05-08-2023,4.714,24.2,32.6,27.4,86,0,3.6,"18.807,01",46.423,983.993
05-09-2023,4.714,24.2,32.8,29.5,81,0,6.4,"18.807,01",46.423,983.993
05-10-2023,4.714,24.2,34.4,28.1,86,0,5.4,"18.807,01",46.423,983.993
05-11-2023,4.714,25,33.8,27.7,89,0,7.4,"18.807,01",46.423,983.993
05-12-2023,4.714,24.2,32.4,29.7,81,4.6,4.8,"18.807,01",46.423,983.993
05-13-2023,4.714,24.2,31.6,26.9,82,0,9,"18.807,01",46.423,983.993
05-14-2023,4.714,22,30.2,27.8,78,0,8.4,"18.807,01",46.423,983.993
05-15-2023,4.714,22.2,31.2,25.5,84,0,8.7,"18.807,01",46.423,983.993
05-16-2023,4.714,20.8,31.2,25.2,87,0,8.9,"18.807,01",46.423,983.993
05-17-2023,4.714,21.6,31.2,25.6,83,0,9.6,"18.807,01",46.423,983.993
05-18-2023,4.714,21.3,30.4,25.1,86,0,9,"18.807,01",46.423,983.993
05-19-2023,4.714,22.4,31.6,26.3,85,0,8.6,"18.807,01",46.423,983.993
05-20-2023,4.714,22.4,33,26.4,82,0,6.6,"18.807,01",46.423,983.993
05-21-2023,4.714,22.1,32.4,26.1,84,0,9.2,"18.807,01",46.423,983.993
05-22-2023,4.714,22,32.2,25.8,84,0,8.7,"18.807,01",46.423,983.993
05-23-2023,4.714,21.8,31.4,25.8,84,0,9.7,"18.807,01",46.423,983.993
05-24-2023,4.714,22,32,25.8,86,0,9.6,"18.807,01",46.423,983.993
05-25-2023,4.714,23.8,31.4,26.5,86,1.5,9.8,"18.807,01",46.423,983.993
05-26-2023,4.714,22.4,33.2,29.5,73,0,7.8,"18.807,01",46.423,983.993
05-27-2023,4.714,23.2,32.6,27.1,80,0,9.7,"18.807,01",46.423,983.993
05-28-2023,4.714,22,31.4,25.4,83,0,6.2,"18.807,01",46.423,983.993
05-29-2023,4.714,22.2,31.8,28.5,74,0,8.4,"18.807,01",46.423,983.993
05-30-2023,4.714,22,31.8,28.7,72,0,8.6,"18.807,01",46.423,983.993
05-31-2023,4.714,23.2,32,28.8,74,0,10,"18.807,01",46.423,983.993
06-01-2023,4.714,22.6,32.4,26.3,84,0,6.4,"18.807,01",46.423,983.993
06-02-2023,4.714,23,32,26.8,86,0,7.8,"18.807,01",46.423,983.993
06-03-2023,4.714,23.6,32.2,28.8,78,0,5.5,"18.807,01",46.423,983.993
06-04-2023,4.714,24.2,32,27,85,0,7.6,"18.807,01",46.423,983.993
06-05-2023,4.714,23.8,31.8,26.4,86,0,8.7,"18.807,01",46.423,983.993
06-06-2023,4.714,23.8,29.2,25.8,88,8888,6,"18.807,01",46.423,983.993
06-07-2023,4.714,24.2,30,27.5,84,0,1.6,"18.807,01",46.423,983.993
06-08-2023,4.714,24,32.2,26.8,86,0,0.5,"18.807,01",46.423,983.993
06-09-2023,4.714,23.6,33.4,26.9,81,0,6.5,"18.807,01",46.423,983.993
06-10-2023,4.714,23.2,30.8,25.9,88,0,9.4,"18.807,01",46.423,983.993
06-11-2023,4.714,22,30.4,25.7,88,0,7.6,"18.807,01",46.423,983.993
06-12-2023,4.714,23.3,32.4,29.5,77,0,5.5,"18.807,01",46.423,983.993
06-13-2023,4.714,23.8,33,27.4,84,1.5,7.3,"18.807,01",46.423,983.993
06-14-2023,4.714,24,32,28.9,73,0,7.2,"18.807,01",46.423,983.993
06-15-2023,4.714,22.8,31.6,27.6,80,0,7.5,"18.807,01",46.423,983.993
06-16-2023,4.714,22.6,32,26.1,84,0,1.4,"18.807,01",46.423,983.993
06-17-2023,-,23.2,31.4,25.9,86,0,7.6,"18.807,01",46.423,983.993
06-18-2023,4.714,23.2,31.2,26.7,87,0,4.6,"18.807,01",46.423,983.993
06-19-2023,4.714,23.4,32.4,26.5,86,0,4.5,"18.807,01",46.423,983.993
06-20-2023,4.714,23.4,32.2,26.7,86,-,7,"18.807,01",46.423,983.993
06-21-2023,4.714,23.6,31.6,26.5,86,0,6.9,"18.807,01",46.423,983.993
06-22-2023,4.714,22,32.2,25.9,84,0,5.5,"18.807,01",46.423,983.993
06-23-2023,4.714,22.1,31.6,25.5,88,0,9.5,"18.807,01",46.423,983.993
06-24-2023,4.714,21.8,31.2,25.2,86,0,8.7,"18.807,01",46.423,983.993
06-25-2023,4.714,22.4,30.6,25.6,87,0,10.2,"18.807,01",46.423,983.993
06-26-2023,4.714,21.8,30,25.1,88,0,7.9,"18.807,01",46.423,983.993
06-27-2023,4.714,22,30.4,25.6,87,-,6.8,"18.807,01",46.423,983.993
06-28-2023,4.714,23.8,29,25.3,91,0.6,4,"18.807,01",46.423,983.993
06-29-2023,4.714,24,30.4,25.9,90,0.5,1.4,"18.807,01",46.423,983.993
06-30-2023,4.714,23.6,31.8,26.4,86,0,4.7,"18.807,01",46.423,983.993
07-01-2023,4.714,23.6,31.4,26.3,85,0,7.3,"18.807,01",46.423,983.993
07-02-2023,4.714,23.4,29.6,25.7,87,0,6,"18.807,01",46.423,983.993
07-03-2023,4.714,22.8,28.8,24.4,90,0,1.2,"18.807,01",46.423,983.993
07-04-2023,4.714,23.2,29.6,25.4,86,8888,4.4,"18.807,01",46.423,983.993
07-05-2023,4.714,23.2,27.8,24.7,94,8888,3.9,"18.807,01",46.423,983.993
07-06-2023,4.714,23.3,29.5,25.3,90,5.5,1.2,"18.807,01",46.423,983.993
07-07-2023,4.714,23.4,27.6,24.3,94,8888,2.8,"18.807,01",46.423,983.993
07-08-2023,4.714,23.2,29.8,25.5,93,1,0.3,"18.807,01",46.423,983.993
07-09-2023,4.714,23,31.8,26.1,90,15,1.9,"18.807,01",46.423,983.993
07-10-2023,4.714,23.2,31.2,26.4,88,0,7.8,"18.807,01",46.423,983.993
07-11-2023,4.714,21.4,32,25.4,82,0,8.8,"18.807,01",46.423,983.993
07-12-2023,4.714,19.7,30.3,24.1,80,0,9.8,"18.807,01",46.423,983.993
07-13-2023,4.857,20,28,25.1,88,0,9.5,"18.807,01",46.423,983.993
07-14-2023,4.714,22.8,29,25.2,86,0,0.1,"18.807,01",46.423,983.993
07-15-2023,4.714,23.4,30.4,25.6,85,0,1.4,"18.807,01",46.423,983.993
07-16-2023,4.714,22.8,30,25.1,86,0,5.8,"18.807,01",46.423,983.993
07-17-2023,4.714,20.4,30.4,24.4,82,0,4.7,"18.807,01",46.423,983.993
07-18-2023,4.714,19.8,31.2,24.2,84,0,9.6,"18.807,01",46.423,983.993
07-19-2023,4.714,20.3,32,25.6,76,0,9.2,"18.807,01",46.423,983.993
07-20-2023,4.714,19.6,31,24.3,78,0,10.2,"18.807,01",46.423,983.993
07-21-2023,4.714,21.2,30.4,24.8,81,0,9.6,"18.807,01",46.423,983.993
07-22-2023,4.714,20.4,30.6,24.3,85,0,9.5,"18.807,01",46.423,983.993
07-23-2023,4.714,21.4,31.6,25.8,80,0,9.6,"18.807,01",46.423,983.993
07-24-2023,4.714,21,29.3,24.1,87,0,8.2,"18.807,01",46.423,983.993
07-25-2023,4.714,20.5,30.8,24.8,84,0,6.5,"18.807,01",46.423,983.993
07-26-2023,4.714,20.6,31.8,24.7,79,-,9.1,"18.807,01",46.423,983.993
07-27-2023,4.714,18.8,29.8,23,81,0,9.4,"18.807,01",46.423,983.993
07-28-2023,4.714,19.2,31.4,23.7,80,0,8.8,"18.807,01",46.423,983.993
07-29-2023,4.714,20.2,30.4,24.2,79,0,9.6,"18.807,01",46.423,983.993
07-30-2023,4.714,19.2,31.8,23.8,78,0,9.5,"18.807,01",46.423,983.993
07-31-2023,4.714,22,30.8,25.5,81,0,9.7,"18.807,01",46.423,983.993
08-01-2023,4.714,21.2,31.6,25.2,86,0,8.6,"18.807,01",46.423,983.993
08-02-2023,4.714,22.4,31.2,25.5,87,0,8.6,"18.807,01",46.423,983.993
08-03-2023,4.714,22.8,30,25.8,86,0,6.2,"18.807,01",46.423,983.993
08-04-2023,4.714,21.8,31,25.5,82,0,5.7,"18.807,01",46.423,983.993
08-05-2023,4.714,20,31.2,24.6,84,0,5.3,"18.807,01",46.423,983.993
08-06-2023,4.714,23,29.6,25.5,86,0,8.2,"18.807,01",46.423,983.993
08-07-2023,4.714,22.4,32.4,26.1,82,0,3.8,"18.807,01",46.423,983.993
08-08-2023,4.714,20.4,31.8,24.9,82,0,8.4,"18.807,01",46.423,983.993
08-09-2023,4.714,20.1,32.6,25,84,0,9,"18.807,01",46.423,983.993
08-10-2023,4.714,20.3,31.6,24.4,82,0,9.4,"18.807,01",46.423,983.993
08-11-2023,4.714,19.2,30.4,23.9,82,0,9.1,"18.807,01",46.423,983.993
08-12-2023,4.714,19.8,30.3,23.9,85,0,9.9,"18.807,01",46.423,983.993
08-13-2023,4.714,19.6,30.6,23.8,84,0,10.1,"18.807,01",46.423,983.993
08-14-2023,4.714,20.2,32.2,24.9,80,0,9.9,"18.807,01",46.423,983.993
08-15-2023,4.714,20.2,31.6,24.7,82,0,9.7,"18.807,01",46.423,983.993
08-16-2023,4.714,20.4,32.4,25.3,79,0,8.8,"18.807,01",46.423,983.993
08-17-2023,4.714,20.5,26.2,22.9,89,0,9.7,"18.807,01",46.423,983.993
08-18-2023,4.714,21,29.6,24.4,83,0.6,0.1,"18.807,01",46.423,983.993
08-19-2023,4.714,22.1,31.2,25.2,82,0,9,"18.807,01",46.423,983.993
08-20-2023,4.714,21,31,25.1,83,0,8.2,"18.807,01",46.423,983.993
08-21-2023,4.714,21.1,31.4,25.3,83,0,8.7,"18.807,01",46.423,983.993
08-22-2023,4.714,22,31.4,25.3,81,0,8.5,"18.807,01",46.423,983.993
08-23-2023,4.714,22.4,30.2,25.2,80,0,6.5,"18.807,01",46.423,983.993
08-24-2023,4.714,20.2,32,24.8,83,0,8.5,"18.807,01",46.423,983.993
08-25-2023,4.714,21,30.6,24.7,85,0,9.2,"18.807,01",46.423,983.993
08-26-2023,4.714,21.4,30.4,24.7,85,0,8.9,"18.807,01",46.423,983.993
08-27-2023,4.714,21.8,30.6,25,84,-,6.8,"18.807,01",46.423,983.993
08-28-2023,4.714,20.2,31.6,24.8,82,0,8.4,"18.807,01",46.423,983.993
08-29-2023,4.714,20.2,31.8,24.9,83,0,8.6,"18.807,01",46.423,983.993
08-30-2023,4.714,19.9,31.4,24.5,84,0,8.1,"18.807,01",46.423,983.993
08-31-2023,4.714,21.2,30.2,24.1,90,0,8.8,"18.807,01",46.423,983.993
09-01-2023,4.714,21.2,30.2,24.9,83,0,4.6,"18.807,01",46.423,983.993
09-02-2023,4.714,18.5,30.4,23.6,80,0,8.5,"18.807,01",46.423,983.993
09-03-2023,4.714,20,30.4,23.9,78,0,8.5,"18.807,01",46.423,983.993
09-04-2023,4.714,21,31.5,25.4,73,0,8.4,"18.807,01",46.423,983.993
09-05-2023,4.714,18.2,31.4,23.9,76,0,9,"18.807,01",46.423,983.993
09-06-2023,4.714,19.8,31.4,25.4,81,0,8.5,"18.807,01",46.423,983.993
09-07-2023,4.714,22.2,31.4,25.6,81,0,5.5,"18.807,01",46.423,983.993
09-08-2023,4.714,21.2,31.6,25.6,80,0,8.2,"18.807,01",46.423,983.993
09-09-2023,4.714,19.8,31.4,24.3,82,0,8.6,"18.807,01",46.423,983.993
09-10-2023,4.714,19.3,29.4,23.7,84,0,9.2,"18.807,01",46.423,983.993
09-11-2023,4.714,21.4,31.2,25.1,82,0,9.3,"18.807,01",46.423,983.993
09-12-2023,4.714,22.4,33.2,26.9,81,0,6.4,"18.807,01",46.423,983.993
09-13-2023,4.714,23.2,31,26.1,85,0,7.9,"18.807,01",46.423,983.993
09-14-2023,4.714,22.6,31.4,25.8,83,0.1,7.3,"18.807,01",46.423,983.993
09-15-2023,4.714,20.6,31.8,25.7,80,0,4.4,"18.807,01",46.423,983.993
09-16-2023,4.714,22.2,32.4,26.6,82,0,6.7,"18.807,01",46.423,983.993
09-17-2023,4.714,23.2,30,25.7,84,0,6.6,"18.807,01",46.423,983.993
09-18-2023,4.714,22.3,31.2,25.8,83,0,3.4,"18.807,01",46.423,983.993
09-19-2023,4.714,22.2,31.6,26,78,0,7.3,"18.807,01",46.423,983.993
09-20-2023,4.714,21.4,32.4,26.2,80,0,8.4,"18.807,01",46.423,983.993
09-21-2023,4.714,21.8,32.8,26.4,76,0,9.6,"18.807,01",46.423,983.993
09-22-2023,4.714,21.6,32.8,25.8,76,0,8.9,"18.807,01",46.423,983.993
09-23-2023,4.714,21.2,31,25.5,80,0,10.4,"18.807,01",46.423,983.993
09-24-2023,4.714,22.2,31.6,25.7,80,0,8.2,"18.807,01",46.423,983.993
09-25-2023,4.714,23.5,32.4,26.9,80,0,7.4,"18.807,01",46.423,983.993
09-26-2023,4.714,22.6,31.6,25.9,81,0,8.9,"18.807,01",46.423,983.993
09-27-2023,4.714,22.2,31.7,25.8,86,0,9.1,"18.807,01",46.423,983.993
09-28-2023,4.714,23.6,32.4,26.3,83,-,7.6,"18.807,01",46.423,983.993
09-29-2023,4.714,22.6,32.8,26.2,84,0,10,"18.807,01",46.423,983.993
09-30-2023,4.714,23.2,32.2,26,85,0,9.4,"18.807,01",46.423,983.993
10-01-2023,4.714,23,31.6,26.3,82,0,10,"18.807,01",46.423,983.993
10-02-2023,4.714,22.7,31.4,25.9,83,0,9.5,"18.807,01",46.423,983.993
10-03-2023,4.714,22.8,31.2,26,80,0,8.6,"18.807,01",46.423,983.993
10-04-2023,4.714,23.6,32.2,27.1,82,0,6.8,"18.807,01",46.423,983.993
10-05-2023,4.714,23.4,33.4,27.6,77,0,6.7,"18.807,01",46.423,983.993
10-06-2023,4.714,23.2,33.9,27.7,81,0,8.5,"18.807,01",46.423,983.993
10-07-2023,4.714,23.9,32.4,27.1,83,0,8.8,"18.807,01",46.423,983.993
10-08-2023,4.714,23.8,34,27.9,82,0,7.6,"18.807,01",46.423,983.993
10-09-2023,4.714,22.6,34.6,27.7,79,0,8.2,"18.807,01",46.423,983.993
10-10-2023,4.714,23,32.2,26.6,83,0,8.7,"18.807,01",46.423,983.993
10-11-2023,4.714,22.1,32.7,26.8,77,0,6.7,"18.807,01",46.423,983.993
10-12-2023,4.714,22.4,33.4,26.7,81,0,9.4,"18.807,01",46.423,983.993
10-13-2023,4.714,23.5,33.4,28,78,0,7.8,"18.807,01",46.423,983.993
10-14-2023,4.714,24.4,33.4,27.6,82,0,8.5,"18.807,01",46.423,983.993
10-15-2023,4.714,23.8,34.6,27.8,80,0,9,"18.807,01",46.423,983.993
10-16-2023,4.714,23.6,34,27.7,78,0,9.2,"18.807,01",46.423,983.993
10-17-2023,4.714,23.8,33.8,27.8,80,0,9,"18.807,01",46.423,983.993
10-18-2023,4.714,22.4,32.2,26.1,84,0,8.5,"18.807,01",46.423,983.993
10-19-2023,4.714,22.8,33.6,26.9,81,0,8,"18.807,01",46.423,983.993
10-20-2023,4.714,22.8,33.4,27,80,0,8.3,"18.807,01",46.423,983.993
10-21-2023,4.714,22.8,32.4,26.3,81,0,7.2,"18.807,01",46.423,983.993
10-22-2023,4.714,22.6,33,26.3,82,0,10.1,"18.807,01",46.423,983.993
10-23-2023,4.714,24,32,29.3,85,0,8,"18.807,01",46.423,983.993
10-24-2023,4.714,23.6,33.2,27.6,81,0,9.3,"18.807,01",46.423,983.993
10-25-2023,4.714,24,33,28,81,0,9.3,"18.807,01",46.423,983.993
10-26-2023,4.714,25,34,28.5,82,0,8.6,"18.807,01",46.423,983.993
10-27-2023,4.714,24.8,33.3,28,83,0,9.4,"18.807,01",46.423,983.993
10-28-2023,4.714,23.6,33,27.5,83,-,10,"18.807,01",46.423,983.993
10-29-2023,4.714,24.4,33.2,27.8,82,0,9.4,"18.807,01",46.423,983.993
10-30-2023,4.714,24.8,32.7,30,75,0,9.9,"18.807,01",46.423,983.993
10-31-2023,4.714,25.2,33.8,30.8,73,0,8.9,"18.807,01",46.423,983.993
11-01-2023,4.714,25,33.8,30.9,74,0,7.8,"18.807,01",46.423,983.993
11-02-2023,4.714,24,35.2,31.5,66,0,8.7,"18.807,01",46.423,983.993
11-03-2023,4.714,24.9,35.4,31.1,70,0,9.6,"18.807,01",46.423,983.993
11-04-2023,4.714,25.5,34.4,30.8,71,0,6.8,"18.807,01",46.423,983.993
11-05-2023,4.714,26.4,34.1,31,72,0,6.4,"18.807,01",46.423,983.993
11-06-2023,4.714,25.4,34,30.5,72,0,7.4,"18.807,01",46.423,983.993
11-07-2023,4.714,25.4,33.2,29.6,74,0,9.1,"18.807,01",46.423,983.993
11-08-2023,4.714,24.1,33.7,30,75,0,6.6,"18.807,01",46.423,983.993
11-09-2023,4.714,24.2,33.4,30,77,8888,9.2,"18.807,01",46.423,983.993
11-10-2023,4.714,24.7,33.8,30.5,70,0,6.7,"18.807,01",46.423,983.993
11-11-2023,4.714,25.2,32.6,29.6,77,0,8.1,"18.807,01",46.423,983.993
11-12-2023,4.714,25,32.2,28.2,83,1.5,7.1,"18.807,01",46.423,983.993
11-13-2023,4.714,25.4,33,28.9,84,12,2.2,"18.807,01",46.423,983.993
11-14-2023,4.714,25.8,32.5,29.7,80,4.5,3.6,"18.807,01",46.423,983.993
11-15-2023,4.714,25.1,32.8,29.6,80,1.1,3.4,"18.807,01",46.423,983.993
11-16-2023,4.714,25,32,28.9,84,57,5.5,"18.807,01",46.423,983.993
11-17-2023,4.714,25,33.2,30,73,0,5.2,"18.807,01",46.423,983.993
11-18-2023,4.714,23.8,32.6,29.4,74,0,8.1,"18.807,01",46.423,983.993
11-19-2023,4.714,24.4,31.8,29.1,76,22,7.8,"18.807,01",46.423,983.993
11-20-2023,4.714,24.8,31.6,28.7,81,0,9.1,"18.807,01",46.423,983.993
11-21-2023,4.714,25,32.6,29.9,77,7.6,6.4,"18.807,01",46.423,983.993
11-22-2023,4.714,25.5,33,30.1,78,0,6.1,"18.807,01",46.423,983.993
11-23-2023,4.714,26.2,32.4,29.9,82,0,7.8,"18.807,01",46.423,983.993
11-24-2023,4.714,26,32.2,28.9,82,0.4,0.1,"18.807,01",46.423,983.993
11-25-2023,4.714,25.6,33,29.2,80,0,3.4,"18.807,01",46.423,983.993
11-26-2023,4.714,25.3,32.4,29.5,76,0,2.8,"18.807,01",46.423,983.993
11-27-2023,4.714,24.2,32.4,29.5,75,0,7.3,"18.807,01",46.423,983.993
11-28-2023,4.714,25,29,26.8,91,8888,6.2,"18.807,01",46.423,983.993
11-29-2023,4.714,23.3,31.5,28,85,53.1,1.7,"18.807,01",46.423,983.993
11-30-2023,4.714,25.2,31.2,28.4,84,21,2.3,"18.807,01",46.423,983.993
12-01-2023,4.714,24.6,28.8,26.4,90,16,3.4,"18.807,01",46.423,983.993
12-02-2023,4.714,24,31.6,27.9,83,1,0.1,"18.807,01",46.423,983.993
12-03-2023,4.714,25,31.5,28.1,85,0,3.5,"18.807,01",46.423,983.993
12-04-2023,4.714,25,32.3,28.8,83,2.8,4.2,"18.807,01",46.423,983.993
12-05-2023,4.714,24.2,29.8,27.3,90,4.1,2.7,"18.807,01",46.423,983.993
12-06-2023,4.714,24.7,32.7,29.7,78,0.1,2.1,"18.807,01",46.423,983.993
12-07-2023,4.714,24.7,31.8,29.4,79,0,9,"18.807,01",46.423,983.993
12-08-2023,4.714,25.3,32.2,29.8,78,0,8.4,"18.807,01",46.423,983.993
12-09-2023,4.714,25.1,32.8,29.7,75,0,7.9,"18.807,01",46.423,983.993
12-10-2023,4.714,25,29,27,92,0.6,8.1,"18.807,01",46.423,983.993
12-11-2023,4.714,24.9,32.2,29.1,78,1,0.3,"18.807,01",46.423,983.993
12-12-2023,4.714,23.6,32.2,29.5,74,0,7.4,"18.807,01",46.423,983.993
12-13-2023,4.571,23.7,32,29.1,78,0,10,"18.807,01",46.423,983.993
12-14-2023,4.571,24.8,32.2,29.6,75,0.5,5.7,"18.807,01",46.423,983.993
12-15-2023,4.571,23.6,33,29.8,69,0,9.7,"18.807,01",46.423,983.993
12-16-2023,4.571,23.2,32.4,29.5,73,0,10,"18.807,01",46.423,983.993
12-17-2023,4.571,24.2,32,29.2,74,0,9.3,"18.807,01",46.423,983.993
12-18-2023,4.571,25.3,32.6,29.6,72,0,8.3,"18.807,01",46.423,983.993
12-19-2023,4.571,23.8,32,29.2,70,0,9,"18.807,01",46.423,983.993
12-20-2023,4.571,22.2,32.4,29,70,0,8.6,"18.807,01",46.423,983.993
12-21-2023,4.571,21.5,33,29.4,70,0,7.8,"18.807,01",46.423,983.993
12-22-2023,4.571,24.6,33,29.9,71,0,9.3,"18.807,01",46.423,983.993
12-23-2023,4.571,23,33.6,30.1,68,0,8.9,"18.807,01",46.423,983.993
12-24-2023,4.571,23.8,33.6,30.3,69,0,8.1,"18.807,01",46.423,983.993
12-25-2023,4.571,23.8,34.6,30.1,72,0,9.3,"18.807,01",46.423,983.993
12-26-2023,4.571,23.8,33.4,30.4,70,0,6.4,"18.807,01",46.423,983.993
12-27-2023,4.571,24.6,33.6,30.3,74,0,4,"18.807,01",46.423,983.993
12-28-2023,4.571,25,34.4,28.9,82,-,4.5,"18.807,01",46.423,983.993
12-29-2023,4.571,24.6,33.2,29.7,81,14.3,3.4,"18.807,01",46.423,983.993
12-30-2023,4.571,25.4,33.4,29.5,82,4,4.3,"18.807,01",46.423,983.993
12-31-2023,4.571,25.4,33,29.3,84,6,4.8,"18.807,01",46.423,983.993
01-01-2024,4.714,24.8,33.2,30.5,78,-,3.4,"69.086,09",44.881,760.682
01-02-2024,4.714,25.4,32,29.9,79,0.8,7.8,"69.086,09",44.881,760.682
01-03-2024,4.714,25.8,32.2,27.8,86,0,7.5,"69.086,09",44.881,760.682
01-04-2024,4.714,23.8,32.8,27.9,83,4.3,2.4,"69.086,09",44.881,760.682
01-05-2024,4.714,23.6,32.2,27.2,87,26.1,4.1,"69.086,09",44.881,760.682
01-06-2024,4.714,23.8,31.8,28.3,85,11.9,2.6,"69.086,09",44.881,760.682
01-07-2024,4.714,25.2,31.4,27.3,90,17.6,4.6,"69.086,09",44.881,760.682
01-08-2024,4.714,24.2,31.8,28.2,86,20.9,0.6,"69.086,09",44.881,760.682
01-09-2024,4.714,24.6,32.5,29.1,82,0.8,0.7,"69.086,09",44.881,760.682
01-10-2024,4.714,24.5,33.4,29,83,0,5,"69.086,09",44.881,760.682
01-11-2024,4.714,24.6,32.6,29.5,81,8.7,7.2,"69.086,09",44.881,760.682
01-12-2024,4.714,24.3,31.8,29.3,79,0,4.5,"69.086,09",44.881,760.682
01-13-2024,4.714,24,31.2,28.7,79,0,8.6,"69.086,09",44.881,760.682
01-14-2024,4.714,24.3,32.8,29.8,72,8888,5.7,"69.086,09",44.881,760.682
01-15-2024,4.714,24.8,32,29.6,77,0,8.2,"69.086,09",44.881,760.682
01-16-2024,4.714,25.1,33.2,29.9,77,0,3.4,"69.086,09",44.881,760.682
01-17-2024,4.714,25,29.9,27.9,86,0,7,"69.086,09",44.881,760.682
01-18-2024,4.714,24,26.8,25.1,96,39,0.3,"69.086,09",44.881,760.682
01-19-2024,4.714,23.8,29.8,25.9,92,102.7,0,"69.086,09",44.881,760.682
01-20-2024,4.714,23,31.2,28.6,81,29,1.3,"69.086,09",44.881,760.682
01-21-2024,4.714,23.8,29.4,26.9,90,30.9,7.3,"69.086,09",44.881,760.682
01-22-2024,4.714,24.4,31.4,29.1,81,24.5,0.2,"69.086,09",44.881,760.682
01-23-2024,4.714,22.6,30.5,27.2,86,40.1,7.4,"69.086,09",44.881,760.682
01-24-2024,4.714,23.8,31.7,28.5,83,0.6,2.8,"69.086,09",44.881,760.682
01-25-2024,4.714,24.2,33,29.9,76,3.5,5.3,"69.086,09",44.881,760.682
01-26-2024,4.714,24.4,32.5,29.4,78,0.2,8.4,"69.086,09",44.881,760.682
01-27-2024,4.714,24.4,32,28.5,84,0.8,6,"69.086,09",44.881,760.682
01-28-2024,4.714,24.6,31.8,27.9,89,39.5,6.2,"69.086,09",44.881,760.682
01-29-2024,4.714,24,32.2,27.6,87,54.5,6,"69.086,09",44.881,760.682
01-30-2024,4.714,24.4,33.3,29,83,4,4.1,"69.086,09",44.881,760.682
01-31-2024,4.714,24.2,33.4,27.6,86,0,4.1,"69.086,09",44.881,760.682
02-01-2024,4.571,23.2,32.6,29.8,77,37.7,3.8,"69.086,09",44.881,760.682
02-02-2024,4.571,24.2,29,27,85,0,7.8,"69.086,09",44.881,760.682
02-03-2024,4.571,23.8,31.4,28.1,85,0.5,1.8,"69.086,09",44.881,760.682
02-04-2024,4.571,24.2,31.6,27.8,88,5.5,3.8,"69.086,09",44.881,760.682
02-05-2024,4.571,23.6,31.8,29.1,80,41.4,2.8,"69.086,09",44.881,760.682
02-06-2024,4.571,24.2,29.8,27.1,89,4.5,7.7,"69.086,09",44.881,760.682
02-07-2024,4.571,24.2,31.8,27.6,83,0.7,0.1,"69.086,09",44.881,760.682
02-08-2024,4.571,23.6,32.2,28.8,80,1.3,4.7,"69.086,09",44.881,760.682
02-09-2024,4.571,24,32.2,29.6,78,0,1.9,"69.086,09",44.881,760.682
02-10-2024,4.571,24,29.3,26.9,91,2.8,9.9,"69.086,09",44.881,760.682
02-11-2024,4.571,24,32.2,29.4,78,10.5,0,"69.086,09",44.881,760.682
